word,happiness_score,standard_deviation
estates,5.74,1.41
everyday,5.74,1.34
expected,5.74,1.12
forth,5.74,1.24
fundamental,5.74,0.96
gf,5.74,1.31
given,5.74,1.44
i'm,5.74,1.58
inclined,5.74,1.32
kept,5.74,1.1
kinds,5.74,1.05
lace,5.74,1.68
mac,5.74,1.35
manage,5.74,1.19
much,5.74,1.32
name,5.74,1.17
newsstands,5.74,1.26
ninja,5.74,1.64
nite,5.74,1.41
observed,5.74,1.03
orientation,5.74,1.31
owners,5.74,1.31
powder,5.74,1.26
presented,5.74,0.99
princeton,5.74,1.59
project,5.74,1.6
prove,5.74,1.05
quarters,5.74,1.21
reach,5.74,1.4
responded,5.74,1.29
rio,5.74,1.34
screen,5.74,1.26
serves,5.74,1.65
settled,5.74,1.55
showed,5.74,1.01
situated,5.74,1.07
spare,5.74,1.51
spokeswoman,5.74,1.19
suitcase,5.74,1.32
suits,5.74,1.01
swag,5.74,1.19
team's,5.74,1.14
thin,5.74,1.38
time,5.74,1.21
todays,5.74,1.44
training,5.74,1.4
transactions,5.74,0.92
treasury,5.74,1.72
walkin,5.74,1.41
warrior,5.74,2.15
wash,5.74,1.19
wives,5.74,1.95
cave,5.73,1.59
involves,5.73,1.04
mechanical,5.73,1.48
sphere,5.73,1.08
structural,5.73,1.24
identification,5.73,1.18
shell,5.73,1.36
nod,5.72,1.19
pose,5.72,1.19
3g,5.72,1.14
9pm,5.72,0.97
adding,5.72,1.26
affiliation,5.72,1.39
alexander,5.72,1.28
apt,5.72,1.18
argentina,5.72,1.88
blend,5.72,1.29
canal,5.72,1.26
card,5.72,1.13
channels,5.72,1.28
click,5.72,1.03
detailed,5.72,1.5
distinguishable,5.72,1.16
dvr,5.72,1.37
ears,5.72,1.25
euro,5.72,1.71
expanding,5.72,1.33
funky,5.72,1.68
goldman,5.72,1.4
happening,5.72,1.01
hypothesis,5.72,1.54
implementation,5.72,1.28
import,5.72,1.34
individual,5.72,1.37
jewish,5.72,1.05
kathryn,5.72,1.09
knowin,5.72,1.31
marine,5.72,1.65
midtown,5.72,1.41
missouri,5.72,1.71
modification,5.72,1.47
move,5.72,1.36
near,5.72,1.6
passenger,5.72,1.07
passengers,5.72,1.05
pen,5.72,1.09
persuade,5.72,1.16
philadelphia,5.72,1.31
plate,5.72,1.07
publications,5.72,1.63
quietly,5.72,1.4
races,5.72,1.31
rank,5.72,1.4
registered,5.72,1.14
responsibility,5.72,1.65
roles,5.72,1.4
satellite,5.72,1.36
script,5.72,1.74
seek,5.72,1.16
signed,5.72,1.09
source,5.72,1.21
spectrum,5.72,1.46
stage,5.72,1.44
surrounds,5.72,1.39
taxi,5.72,1.26
three,5.72,1.11
towards,5.72,1.03
translation,5.72,1.4
ultimately,5.72,1.37
update,5.72,1.49
uses,5.72,1.16
view,5.72,1.13
waking,5.72,1.46
whiskey,5.72,2.64
winds,5.72,1.67
with,5.72,1.18
wrap,5.72,1.18
contains,5.71,1.21
employer,5.71,1.72
fifty,5.71,1.41
immense,5.71,1.65
opinions,5.71,1.54
temperatures,5.71,1.51
fella,5.71,1.74
flippin,5.71,1.54
hears,5.71,1.38
scope,5.71,1.41
soil,5.71,1.65
timber,5.71,1.5
objective,5.7,1.43
willow,5.7,1.88
1960's,5.7,1.39
5pm,5.7,1.15
accumulation,5.7,1.5
android,5.7,1.45
appointed,5.7,1.42
approximately,5.7,1.18
arrangements,5.7,1.23
atm,5.7,1.76
attribute,5.7,1.27
banner,5.7,1.04
become,5.7,0.93
biggie,5.7,1.4
bunch,5.7,1.34
churches,5.7,2.46
contain,5.7,1.18
data,5.7,1.07
demonstrated,5.7,1.15
developer,5.7,1.43
disc,5.7,1.31
discussion,5.7,1.04
dozens,5.7,1.28
driver,5.7,0.89
earliest,5.7,1.54
elementary,5.7,1.36
engine,5.7,1.23
extremely,5.7,1.54
feat,5.7,1.36
feeling,5.7,1.52
fill,5.7,1.23
fried,5.7,1.62
grade,5.7,1.02
hat,5.7,1.3
hold,5.7,1.22
identical,5.7,1.47
jackson,5.7,1.27
january,5.7,1.91
johnny,5.7,1.27
journal,5.7,1.31
manhattan,5.7,1.74
master,5.7,1.52
max,5.7,1.23
michael,5.7,1.22
migration,5.7,1.37
mild,5.7,1.5
mmm,5.7,1.56
multiple,5.7,1.46
noon,5.7,1.31
northwest,5.7,1.2
observer,5.7,1.09
placing,5.7,1.13
pocket,5.7,1.04
prevented,5.7,1.62
rally,5.7,1.25
rankings,5.7,1.57
raymond,5.7,1.39
reforms,5.7,1.53
regular,5.7,1.28
rolling,5.7,1.25
roman,5.7,1.11
running,5.7,1.5
sippin,5.7,1.11
sonic,5.7,1.3
streaming,5.7,1.71
superbowl,5.7,2.05
synthesis,5.7,1.07
thickness,5.7,1.09
thumb,5.7,1.36
tonite,5.7,1.34
vertical,5.7,0.93
walks,5.7,1.56
want,5.7,1.34
wassup,5.7,1.99
watch,5.7,1.25
wendy,5.7,1.18
whites,5.7,1.22
written,5.7,1.27
xo,5.7,1.69
yaa,5.7,1.37
correlation,5.69,1.12
jungle,5.69,1.9
keepin,5.69,1.29
paragraph,5.69,1.28
yonder,5.69,1.56
determining,5.69,1.34
dusk,5.69,1.63
gal,5.69,1.81
hindu,5.69,1.86
mechanism,5.69,1.36
affiliate,5.68,1.25
amongst,5.68,1.28
angles,5.68,1.35
announce,5.68,0.87
appears,5.68,1.08
associated,5.68,1.04
avenue,5.68,1.17
bars,5.68,1.58
be,5.68,1.3
benjamin,5.68,1.22
bond,5.68,1.67
broadcasting,5.68,1.32
button,5.68,0.94
cabinet,5.68,1.13
cent,5.68,1.39
character,5.68,1.49
civic,5.68,1.38
climb,5.68,1.35
clinton,5.68,1.58
countries,5.68,0.98
database,5.68,1.36
degrees,5.68,1.48
direct,5.68,1.33
emerged,5.68,0.94
emphasis,5.68,1.0
enterprises,5.68,1.43
exchange,5.68,1.17
footage,5.68,1.06
foreign,5.68,1.7
formula,5.68,1.35
fort,5.68,1.2
gaga,5.68,1.85
getting,5.68,1.19
graham,5.68,1.15
grasp,5.68,1.33
greenwich,5.68,1.3
grounds,5.68,1.24
jill,5.68,1.32
laude,5.68,1.3
location,5.68,1.06
logo,5.68,1.08
machines,5.68,1.3
managed,5.68,1.13
marching,5.68,1.36
mars,5.68,0.96
merchants,5.68,1.45
mission,5.68,1.35
mississippi,5.68,1.28
moment,5.68,1.11
moves,5.68,0.96
nearby,5.68,1.19
nuevo,5.68,1.17
often,5.68,1.42
organs,5.68,1.45
permanent,5.68,1.48
perspectives,5.68,1.43
physiological,5.68,1.45
playoff,5.68,1.42
portland,5.68,1.2
program,5.68,1.22
publicity,5.68,1.38
publishers,5.68,1.22
pursue,5.68,1.48
response,5.68,1.27
resume,5.68,1.28
role,5.68,0.89
salt,5.68,1.57
seeks,5.68,1.0
sitting,5.68,1.1
southeast,5.68,1.22
speaker,5.68,1.0
speaks,5.68,1.19
spoken,5.68,1.32
stimulus,5.68,1.82
suggests,5.68,0.94
sydney,5.68,1.46
tot,5.68,1.63
trustee,5.68,1.5
usb,5.68,1.02
west,5.68,1.35
moses,5.67,1.53
occurring,5.67,0.92
saddle,5.67,1.45
samples,5.67,1.2
tail,5.67,1.51
thrust,5.67,1.57
vow,5.67,1.41
conversion,5.67,1.29
evident,5.67,1.32
21st,5.66,1.24
8pm,5.66,1.29
absorbed,5.66,1.48
african,5.66,1.76
alexandra,5.66,1.08
among,5.66,1.3
aspect,5.66,1.06
association,5.66,1.24
auto,5.66,1.59
blue,5.66,1.93
bold,5.66,1.79
british,5.66,1.7
casa,5.66,1.27
cents,5.66,1.52
chose,5.66,1.08
claus,5.66,1.32
collect,5.66,1.6
compete,5.66,1.65
concluded,5.66,1.15
conclusion,5.66,0.98
continues,5.66,1.26
coverage,5.66,1.32
cup,5.66,0.96
customer,5.66,1.69
describe,5.66,1.08
developmental,5.66,1.29
digest,5.66,1.49
discussions,5.66,1.59
drawn,5.66,1.24
drew,5.66,1.22
early,5.66,1.24
electric,5.66,1.55
entrance,5.66,0.8
exchanges,5.66,1.19
follow,5.66,1.17
foundation,5.66,1.36
glove,5.66,1.27
gps,5.66,1.0
groups,5.66,1.3
ham,5.66,1.9
immediately,5.66,1.14
indiana,5.66,1.48
indie,5.66,1.76
intense,5.66,1.51
leopard,5.66,1.51
louisiana,5.66,1.36
mane,5.66,1.36
manufacturing,5.66,1.35
members,5.66,1.22
molecules,5.66,1.53
obama's,5.66,2.25
occupy,5.66,1.56
oooo,5.66,2.01
parkway,5.66,1.17
passed,5.66,2.06
people's,5.66,1.04
phillips,5.66,1.22
playoffs,5.66,1.7
practices,5.66,1.32
prepare,5.66,1.48
priority,5.66,1.42
reap,5.66,1.52
regard,5.66,1.02
residents,5.66,1.27
rode,5.66,1.12
roll,5.66,1.06
roots,5.66,1.59
rugged,5.66,1.67
sake,5.66,1.47
sandy,5.66,1.73
served,5.66,1.24
seven,5.66,1.26
several,5.66,0.92
shareholders,5.66,1.32
sidney,5.66,1.12
sign,5.66,1.29
silkk,5.66,1.52
sol,5.66,1.61
son-in-law,5.66,1.56
stretch,5.66,1.51
tenure,5.66,1.36
timing,5.66,1.15
tongues,5.66,1.35
tower,5.66,1.41
upstairs,5.66,1.15
usually,5.66,0.89
verse,5.66,1.36
wrapping,5.66,1.22
yard,5.66,1.41
adequate,5.66,1.61
explains,5.66,1.52
doorway,5.65,1.15
drinkin,5.65,1.93
examined,5.65,1.45
height,5.65,1.41
influenced,5.65,1.47
mami,5.65,1.32
mathematics,5.65,1.6
organisation,5.65,1.58
phases,5.65,1.09
realm,5.65,1.47
remarked,5.65,1.6
structures,5.65,1.36
consisting,5.65,1.18
clown,5.65,1.82
equations,5.65,1.28
hum,5.65,1.58
1950's,5.64,1.45
2day,5.64,1.26
ac,5.64,1.54
alaska,5.64,1.63
amanda,5.64,1.41
asterisk,5.64,1.21
bag,5.64,1.06
bra,5.64,1.78
businesses,5.64,1.27
cable,5.64,1.52
charger,5.64,1.12
chester,5.64,1.35
chinese,5.64,1.48
circular,5.64,1.05
civilian,5.64,1.54
civilians,5.64,1.14
closely,5.64,1.52
cognitive,5.64,1.4
combo,5.64,1.27
commons,5.64,1.35
competition,5.64,1.7
construction,5.64,1.54
designated,5.64,1.37
dive,5.64,1.38
editor,5.64,1.44
employees,5.64,1.12
entitled,5.64,1.51
escape,5.64,2.08
every,5.64,1.01
evidence,5.64,1.26
expects,5.64,1.47
financing,5.64,1.91
flown,5.64,1.34
followers,5.64,1.48
gucci,5.64,1.63
guess,5.64,1.08
hamilton,5.64,1.17
handful,5.64,1.26
heads,5.64,1.05
heights,5.64,1.64
holding,5.64,1.12
importa,5.64,1.24
influence,5.64,1.24
inning,5.64,1.19
involvement,5.64,1.37
kathleen,5.64,1.05
kit,5.64,0.94
layer,5.64,1.16
lit,5.64,1.31
means,5.64,1.35
mtv,5.64,1.76
mystery,5.64,1.85
night's,5.64,1.55
obvious,5.64,1.08
oriented,5.64,1.32
owned,5.64,1.78
pace,5.64,1.03
pennsylvania,5.64,1.65
portions,5.64,1.26
presidents,5.64,1.57
probably,5.64,1.24
provision,5.64,1.31
purposes,5.64,1.45
rainy,5.64,2.17
rang,5.64,1.08
rangers,5.64,1.31
recommend,5.64,1.7
ricky,5.64,1.59
secular,5.64,1.45
senior,5.64,1.21
serving,5.64,1.35
sheets,5.64,1.06
southern,5.64,1.63
soy,5.64,1.51
speakers,5.64,1.43
spin,5.64,1.4
states,5.64,1.26
streets,5.64,1.24
symbol,5.64,1.27
techniques,5.64,1.06
tee,5.64,0.96
tends,5.64,1.16
tokio,5.64,1.1
trend,5.64,1.17
upload,5.64,1.37
use,5.64,1.16
vast,5.64,1.54
venture,5.64,1.32
veterans,5.64,1.85
wholesalers,5.64,1.64
wrote,5.64,1.34
elite,5.64,2.13
genes,5.64,1.01
hydrogen,5.63,1.38
intentions,5.63,1.2
lungs,5.63,1.3
measuring,5.63,1.2
origin,5.63,1.17
peripheral,5.63,1.35
twentieth,5.63,0.97
riders,5.62,1.42
spaces,5.62,1.02
vary,5.62,1.21
accent,5.62,1.03
airline,5.62,1.6
alma,5.62,1.43
appeal,5.62,1.51
around,5.62,0.95
assistant,5.62,1.1
associate,5.62,1.07
became,5.62,1.01
behavioral,5.62,1.34
bottle,5.62,1.34
buildings,5.62,1.4
buzz,5.62,1.65
can,5.62,1.28
catching,5.62,1.23
characteristics,5.62,1.46
charlie,5.62,1.28
clock,5.62,0.99
cloud,5.62,1.85
comments,5.62,1.05
corazon,5.62,1.51
cycle,5.62,1.44
describing,5.62,1.32
dice,5.62,1.29
display,5.62,0.92
dudes,5.62,1.46
dutch,5.62,1.18
espn,5.62,1.88
eve,5.62,1.68
ford,5.62,1.24
formal,5.62,1.54
fry,5.62,1.83
heading,5.62,1.07
heather,5.62,0.9
homies,5.62,1.9
instances,5.62,0.9
jews,5.62,1.54
leaves,5.62,1.79
leg,5.62,1.01
lolol,5.62,2.18
managing,5.62,1.26
material,5.62,0.92
media,5.62,1.81
microsoft,5.62,2.11
next,5.62,1.07
oct,5.62,1.44
organisms,5.62,1.28
page,5.62,0.97
pages,5.62,0.99
pitch,5.62,1.35
poll,5.62,1.34
printer,5.62,1.26
proportion,5.62,0.97
proportions,5.62,1.03
referred,5.62,0.99
reflects,5.62,1.85
reply,5.62,1.32
resulted,5.62,1.31
rockville,5.62,1.47
runs,5.62,1.28
sacred,5.62,1.86
sells,5.62,1.32
sidewalk,5.62,1.23
snowed,5.62,2.03
status,5.62,1.18
they,5.62,1.18
through,5.62,1.21
tommy,5.62,1.43
transaction,5.62,1.01
tub,5.62,1.64
variable,5.62,1.34
vday,5.62,1.76
virtual,5.62,1.23
watches,5.62,1.51
we've,5.62,1.32
widely,5.62,1.05
ya'll,5.62,1.5
york,5.62,1.18
ideological,5.61,1.47
midst,5.61,1.38
comparatively,5.6,1.3
address,5.6,1.05
airlines,5.6,1.59
ancient,5.6,1.41
apartment,5.6,1.32
apparent,5.6,1.07
arranged,5.6,1.34
assembly,5.6,1.09
bathroom,5.6,1.32
bees,5.6,2.14
bon,5.6,1.23
brasil,5.6,1.75
called,5.6,1.11
caroline,5.6,1.76
centers,5.6,0.9
central,5.6,0.88
chapter,5.6,1.21
cleaning,5.6,1.96
columns,5.6,1.2
combined,5.6,1.11
concrete,5.6,0.99
considering,5.6,1.12
consulting,5.6,1.18
covers,5.6,0.99
crew,5.6,0.93
edinburgh,5.6,1.39
efforts,5.6,1.46
eleven,5.6,1.03
enormous,5.6,1.51
entirely,5.6,1.14
evan,5.6,1.18
francisco,5.6,1.44
frequency,5.6,0.88
function,5.6,1.46
got,5.6,1.46
historians,5.6,1.58
hop,5.6,1.62
idol,5.6,1.47
immediate,5.6,1.67
indianapolis,5.6,1.54
involving,5.6,1.34
layers,5.6,1.31
level,5.6,0.99
links,5.6,1.16
lisa,5.6,1.31
mouths,5.6,1.29
news,5.6,1.55
occasional,5.6,1.44
outcome,5.6,1.14
pat,5.6,0.99
patent,5.6,1.62
perceived,5.6,1.39
pick,5.6,0.97
pope,5.6,1.56
priest,5.6,1.7
pronounced,5.6,1.37
quotes,5.6,1.39
reaching,5.6,1.11
relatively,5.6,1.03
reminded,5.6,1.28
reynolds,5.6,1.09
runner,5.6,1.63
saying,5.6,0.86
seeking,5.6,1.14
specific,5.6,0.97
spell,5.6,1.41
stand,5.6,1.11
suggested,5.6,1.25
title,5.6,1.09
topics,5.6,0.83
trustees,5.6,1.37
twice,5.6,1.14
utilities,5.6,1.7
veteran,5.6,1.14
viewed,5.6,1.21
virtually,5.6,1.05
walker,5.6,1.55
watchin,5.6,1.21
your,5.6,1.03
accustomed,5.6,1.38
deed,5.6,1.56
besos,5.59,1.63
classroom,5.59,1.77
comparative,5.59,1.22
constituted,5.59,1.14
indicating,5.59,1.27
occurs,5.59,1.12
parallel,5.59,1.08
sentences,5.59,1.63
vita,5.59,1.38
habits,5.58,1.49
allison,5.58,1.14
appeals,5.58,1.73
apps,5.58,1.34
arizona,5.58,1.42
attached,5.58,1.46
bags,5.58,1.09
barack,5.58,2.03
bears,5.58,1.82
bell,5.58,1.28
brand,5.58,1.18
broad,5.58,1.11
broader,5.58,1.26
bulletin,5.58,0.88
cara,5.58,1.25
casey,5.58,1.25
cerebral,5.58,1.63
chew,5.58,1.39
circle,5.58,1.21
cities,5.58,1.5
client,5.58,1.18
comes,5.58,0.76
comment,5.58,1.28
consists,5.58,1.36
corrected,5.58,1.67
current,5.58,1.33
danny,5.58,1.01
decisions,5.58,1.42
delaware,5.58,1.05
described,5.58,1.14
did,5.58,1.13
estimated,5.58,1.03
even,5.58,1.2
example,5.58,1.07
executive,5.58,1.67
feet,5.58,1.26
filling,5.58,1.36
finally,5.58,1.43
financed,5.58,1.7
fingers,5.58,1.14
formed,5.58,1.16
front,5.58,1.07
gran,5.58,1.47
hier,5.58,1.11
hips,5.58,1.7
i've,5.58,1.18
ibm,5.58,1.29
identify,5.58,1.36
intro,5.58,0.95
kennedy,5.58,1.43
laura,5.58,1.67
lay,5.58,1.28
lets,5.58,1.01
lewis,5.58,1.18
linda,5.58,1.54
long-term,5.58,1.79
looked,5.58,1.36
lords,5.58,2.14
man's,5.58,1.51
marie,5.58,1.03
massachusetts,5.58,1.33
microphone,5.58,1.21
mills,5.58,0.97
ministry,5.58,1.85
mumbai,5.58,1.73
named,5.58,0.86
navy,5.58,1.51
operative,5.58,1.7
overnight,5.58,1.21
peep,5.58,1.18
pot,5.58,1.53
pursuit,5.58,1.79
rapidly,5.58,1.26
recorded,5.58,1.2
returning,5.58,1.47
rooms,5.58,0.91
seats,5.58,1.34
set,5.58,1.2
shortly,5.58,1.31
shoutout,5.58,1.95
soho,5.58,1.26
solely,5.58,1.34
stuff,5.58,1.5
suburban,5.58,1.53
talkin,5.58,1.94
teenage,5.58,1.83
thighs,5.58,1.76
thing,5.58,1.01
times,5.58,1.2
traders,5.58,1.31
trending,5.58,1.44
tries,5.58,1.26
valve,5.58,1.16
vermont,5.58,1.29
voters,5.58,1.31
waist,5.58,1.37
warming,5.58,1.9
we'll,5.58,1.33
yang,5.58,1.37
declare,5.57,1.35
departments,5.57,1.4
mathematical,5.57,1.85
sow,5.57,1.62
density,5.57,1.2
colony,5.56,1.61
component,5.56,1.11
illusion,5.56,1.5
sip,5.56,1.29
stride,5.56,1.37
summary,5.56,1.22
acted,5.56,1.05
aide,5.56,1.42
alot,5.56,1.4
analyst,5.56,1.05
announces,5.56,0.97
aspects,5.56,1.4
associates,5.56,1.63
attempt,5.56,1.3
basically,5.56,1.01
blowin,5.56,1.31
bong,5.56,2.06
brush,5.56,1.7
camps,5.56,1.68
cap,5.56,0.93
change,5.56,1.34
characterized,5.56,1.18
christopher,5.56,0.88
civil,5.56,1.15
clients,5.56,1.2
columnist,5.56,1.01
connecticut,5.56,1.72
consider,5.56,1.21
consumers,5.56,1.57
contents,5.56,0.95
dial,5.56,1.33
directly,5.56,1.03
discussed,5.56,1.46
electron,5.56,1.15
elle,5.56,1.03
era,5.56,1.03
evaluate,5.56,1.28
explanation,5.56,0.99
extends,5.56,1.01
fairfield,5.56,0.97
format,5.56,1.33
forming,5.56,0.99
golf,5.56,2.03
hampshire,5.56,0.95
his,5.56,0.99
inbox,5.56,1.46
indication,5.56,1.07
ink,5.56,1.28
innings,5.56,1.46
jay-z,5.56,1.51
jumped,5.56,1.34
kelly,5.56,1.16
lauren,5.56,1.33
leather,5.56,1.49
license,5.56,1.34
makes,5.56,1.25
manchester,5.56,1.33
marathon,5.56,1.23
matches,5.56,1.21
measured,5.56,1.33
method,5.56,0.91
mounted,5.56,1.33
nickel,5.56,1.54
on,5.56,1.07
opera,5.56,1.76
organizations,5.56,1.13
pan,5.56,0.84
passage,5.56,1.15
password,5.56,1.15
place,5.56,1.2
playa,5.56,1.79
presidency,5.56,1.79
product,5.56,1.11
promo,5.56,1.42
quarter,5.56,1.21
range,5.56,1.01
ranked,5.56,1.7
recent,5.56,1.11
red,5.56,1.62
regarding,5.56,1.13
remained,5.56,1.03
rolls,5.56,1.31
solo,5.56,1.37
stay,5.56,1.16
steppin,5.56,1.34
stepping,5.56,0.99
studying,5.56,2.0
substance,5.56,1.11
systematic,5.56,1.51
titles,5.56,1.26
tons,5.56,1.3
treated,5.56,1.64
turkish,5.56,1.21
type,5.56,0.93
varied,5.56,1.3
verbal,5.56,1.05
vida,5.56,1.28
vodka,5.56,2.26
voices,5.56,1.5
voltage,5.56,1.28
winding,5.56,1.33
wisconsin,5.56,1.42
woke,5.56,1.42
word,5.56,1.15
worker,5.56,1.63
working,5.56,1.76
yonkers,5.56,1.26
input,5.55,1.33
analyses,5.55,1.24
array,5.55,1.16
calculations,5.55,1.6
dixie,5.55,1.29
floss,5.55,1.54
molecular,5.55,1.39
pavement,5.55,1.17
tame,5.55,1.42
warriors,5.55,1.96
gospel,5.55,2.12
theological,5.55,1.63
depth,5.54,1.41
acquisitions,5.54,1.72
adam,5.54,1.27
apparently,5.54,1.11
attempts,5.54,1.2
attended,5.54,1.11
awwww,5.54,1.81
biological,5.54,1.45
bobby,5.54,1.25
box,5.54,0.89
bradley,5.54,0.99
brooklyn,5.54,1.47
brunswick,5.54,1.33
bud,5.54,1.11
buena,5.54,1.43
cardinal,5.54,1.61
catherine,5.54,1.47
chapel,5.54,1.54
chest,5.54,0.97
circulation,5.54,1.22
criteria,5.54,1.2
cuban,5.54,1.51
dame,5.54,1.37
daniel,5.54,1.07
dealing,5.54,1.16
device,5.54,0.95
direction,5.54,0.81
doctors,5.54,1.66
domain,5.54,1.11
dubai,5.54,1.28
ear,5.54,1.23
electrical,5.54,1.11
emily,5.54,1.13
every1,5.54,1.46
firmly,5.54,1.23
frame,5.54,1.54
gee,5.54,1.25
go,5.54,1.18
gusta,5.54,1.7
hablar,5.54,1.09
handle,5.54,1.05
him,5.54,1.22
holdings,5.54,1.4
journalist,5.54,1.36
lap,5.54,1.28
look,5.54,1.13
machinery,5.54,1.34
materials,5.54,1.07
mount,5.54,1.27
mysterious,5.54,1.67
nicholas,5.54,0.91
notes,5.54,1.15
ny,5.54,1.67
obviously,5.54,1.27
pamela,5.54,0.86
panel,5.54,1.28
particular,5.54,1.13
person,5.54,1.15
posted,5.54,1.13
ppl,5.54,1.33
prompted,5.54,1.03
properties,5.54,1.3
quarterback,5.54,1.82
rating,5.54,1.09
rearrange,5.54,1.25
reason,5.54,1.47
regions,5.54,1.11
reminder,5.54,1.34
rims,5.54,1.31
ross,5.54,1.15
round,5.54,0.95
say,5.54,0.99
signs,5.54,0.86
simpson,5.54,1.31
sources,5.54,1.23
sponsored,5.54,1.91
stephen,5.54,1.18
suggesting,5.54,1.2
suzanne,5.54,1.34
texas,5.54,1.23
thursdays,5.54,1.39
timeline,5.54,1.13
tools,5.54,1.42
trio,5.54,1.27
yale,5.54,1.72
abstract,5.53,1.44
accordance,5.53,1.16
fellas,5.53,1.5
lean,5.53,1.43
outward,5.53,1.44
particle,5.53,0.94
pipe,5.53,1.39
rely,5.53,1.46
sheet,5.53,1.23
sole,5.53,1.29
whatcha,5.53,1.49
arrow,5.52,1.5
blazing,5.52,2.06
wherever,5.52,1.24
aimed,5.52,1.58
alice,5.52,1.18
alicia,5.52,0.95
amendment,5.52,1.4
amy,5.52,1.31
appointment,5.52,1.84
archive,5.52,1.43
article,5.52,1.4
beth,5.52,1.34
beverly,5.52,1.11
beyonce,5.52,1.82
bottles,5.52,1.09
boxes,5.52,1.22
branch,5.52,1.15
carol,5.52,1.36
categories,5.52,1.23
class,5.52,1.78
coaches,5.52,1.61
compounds,5.52,1.37
could,5.52,1.28
cube,5.52,1.3
demonstrate,5.52,1.18
edition,5.52,1.13
employers,5.52,1.37
episodes,5.52,1.13
eva,5.52,1.09
exceptions,5.52,1.55
extension,5.52,1.18
filled,5.52,1.27
findings,5.52,1.47
graphic,5.52,1.25
headline,5.52,1.31
horizontal,5.52,1.16
jefferson,5.52,1.01
jets,5.52,1.36
jose,5.52,1.43
josh,5.52,1.37
journalism,5.52,1.62
monica,5.52,1.43
montgomery,5.52,1.23
nbc,5.52,1.15
north,5.52,1.22
outer,5.52,1.25
papi,5.52,1.39
parker,5.52,1.03
patrick,5.52,1.22
peas,5.52,1.83
plains,5.52,1.43
pm,5.52,1.34
positions,5.52,1.28
posting,5.52,1.09
ray,5.52,1.46
reaction,5.52,0.99
reference,5.52,1.11
reflected,5.52,1.07
remain,5.52,1.15
reserves,5.52,1.28
rockefeller,5.52,1.33
room,5.52,1.15
russian,5.52,1.71
ryan,5.52,0.99
sara,5.52,1.76
she's,5.52,1.2
subjective,5.52,1.36
suggest,5.52,1.23
summit,5.52,1.62
synagogue,5.52,1.52
taylor,5.52,1.23
throughout,5.52,1.27
tony,5.52,1.18
traded,5.52,1.42
trailer,5.52,1.33
twitters,5.52,1.84
u,5.52,1.73
url,5.52,0.97
usage,5.52,1.5
vet,5.52,1.2
vikings,5.52,1.59
whispers,5.52,1.75
beso,5.52,1.45
respiratory,5.52,1.57
fills,5.51,1.2
behaviors,5.51,1.16
breed,5.51,1.54
layin,5.51,1.08
maze,5.51,1.6
measurement,5.51,1.29
occurrence,5.51,1.34
priests,5.51,2.01
receptor,5.51,1.43
slope,5.51,1.26
tener,5.51,1.02
thong,5.51,1.73
account,5.5,0.95
adds,5.5,0.95
anglo,5.5,1.38
application,5.5,1.33
arm,5.5,1.02
atoms,5.5,1.22
austin,5.5,1.07
behavior,5.5,1.27
beyond,5.5,1.43
bloggers,5.5,1.3
bow,5.5,1.43
brief,5.5,1.28
buffalo,5.5,1.59
capacity,5.5,1.42
chairwoman,5.5,1.18
channel,5.5,0.84
charlotte,5.5,0.97
christine,5.5,1.3
clay,5.5,1.33
consumer,5.5,1.05
count,5.5,1.05
crews,5.5,1.42
david,5.5,1.15
democrats,5.5,1.99
doing,5.5,1.2
editions,5.5,1.3
effects,5.5,1.47
equivalent,5.5,1.3
eyed,5.5,1.39
faculty,5.5,1.43
feels,5.5,1.74
fellow,5.5,1.46
figure,5.5,1.15
finals,5.5,1.98
fm,5.5,1.61
footsteps,5.5,1.39
frequently,5.5,1.61
generation,5.5,1.2
genetic,5.5,1.25
glasses,5.5,1.3
halfway,5.5,1.04
handled,5.5,0.93
in,5.5,1.02
insure,5.5,1.43
investors,5.5,1.25
item,5.5,0.93
jack,5.5,0.97
jane,5.5,0.97
jones,5.5,1.02
leven,5.5,1.28
manifest,5.5,1.36
map,5.5,1.43
maria,5.5,1.23
melissa,5.5,1.09
minute,5.5,0.93
normally,5.5,0.97
pastor,5.5,1.84
patricia,5.5,0.99
pole,5.5,1.2
preface,5.5,1.34
prep,5.5,1.36
quiet,5.5,1.81
ran,5.5,1.46
rated,5.5,1.43
repertory,5.5,1.75
retailers,5.5,1.25
retain,5.5,0.95
rub,5.5,1.52
russia,5.5,1.37
settings,5.5,1.25
skin,5.5,1.56
sms,5.5,1.61
specifically,5.5,1.11
steven,5.5,1.09
stevie,5.5,1.18
texting,5.5,1.46
tie,5.5,1.18
transmission,5.5,1.33
unit,5.5,0.97
variation,5.5,1.18
vol,5.5,1.52
wanna,5.5,1.54
we're,5.5,1.02
wearing,5.5,1.18
westside,5.5,1.31
wild,5.5,1.81
womb,5.5,1.39
works,5.5,1.45
yankee,5.5,1.76
responsibilities,5.49,1.72
awaits,5.49,1.4
interface,5.49,1.04
mics,5.49,1.31
modified,5.49,1.08
remark,5.49,1.37
supervision,5.49,1.63
weave,5.49,1.39
flame,5.49,1.73
interpreted,5.49,1.35
11am,5.48,1.11
acts,5.48,1.15
actual,5.48,1.05
adviser,5.48,1.82
advisers,5.48,1.37
ahhh,5.48,2.04
alabama,5.48,1.16
along,5.48,0.81
announced,5.48,1.52
